,runnerId,age,gender,countryCode,racesCount,Usa citizen
0,41771195,35,M,NLD,4,0
1,41775746,35,M,KEN,2,0
2,41766254,30,M,KEN,5,0
3,41763160,33,M,ETH,4,0
4,41757406,31,M,KEN,5,0
5,41772970,27,M,USA,2,1
6,41766336,31,M,USA,3,1
7,41787073,30,M,KEN,2,0
8,41805730,35,M,BEL,1,0
9,41805729,31,M,USA,1,1
10,41776015,27,M,USA,2,1
11,41805732,29,M,USA,1,1
12,41772969,29,M,USA,3,1
13,41753910,37,M,GBR,4,0
14,41769644,28,M,USA,4,1
15,41805735,28,M,USA,1,1
16,41760779,31,M,USA,4,1
17,41805739,31,M,USA,1,1
18,41771194,41,M,USA,4,1
19,41805728,38,M,USA,1,1
20,41758754,29,M,USA,15,1
21,41805733,20,M,ETH,1,0
22,41760248,32,M,GBR,5,0
23,41805734,34,M,USA,1,1
24,41796553,25,M,USA,6,1
25,41788918,26,M,USA,1,1
26,41783632,28,M,USA,9,1
27,41805391,32,M,USA,1,1
28,41790783,24,M,USA,1,1
29,41805731,43,M,JPN,1,0
30,41790611,38,M,RUS,1,0
31,41760247,36,M,USA,9,1
32,41765016,28,M,USA,31,1
33,41786816,28,M,USA,1,1
34,41787470,29,M,USA,1,1
35,41788830,39,M,USA,1,1
36,41769710,27,M,GBR,1,0
37,41792107,32,M,SWE,1,0
38,41793284,36,M,COL,1,0
39,41763860,32,M,DEU,1,0
40,41766325,34,M,USA,6,1
41,41790725,35,M,USA,1,1
42,41757208,32,M,USA,25,1
43,41786334,33,M,USA,1,1
44,41789591,36,M,FRA,1,0
45,41761514,29,M,USA,2,1
46,41788306,32,M,USA,1,1
47,41763461,30,M,USA,3,1
48,41762793,31,M,USA,2,1
49,41772636,30,M,FRA,1,0
50,41766335,29,M,USA,7,1
51,41791110,27,M,USA,1,1
52,41778343,29,M,MEX,2,0
53,41760096,31,M,USA,5,1
54,41774827,33,W,KEN,2,0
55,41786517,23,M,USA,1,1
56,41775743,34,W,USA,5,1
57,41760258,33,M,USA,2,1
58,41787475,31,M,USA,1,1
59,41762489,41,W,KEN,2,0
60,41788881,29,M,USA,1,1
61,41771130,28,M,USA,33,1
62,41787305,32,M,USA,1,1
63,41805740,31,W,ITA,1,0
64,41767914,30,M,USA,1,1
65,41783647,43,M,ITA,2,0
66,41787066,33,W,CHE,2,0
67,41774565,29,M,USA,1,1
68,41790802,25,M,USA,1,1
69,41791065,26,M,USA,1,1
70,41754929,38,W,USA,7,1
71,41772548,34,M,USA,2,1
72,41790820,26,M,USA,1,1
73,41765600,29,W,ETH,7,0
74,41760635,43,M,USA,5,1
75,41763238,32,W,USA,5,1
76,41784648,24,M,USA,1,1
77,41763227,35,M,USA,30,1
78,41805738,34,M,JPN,1,0
79,41778730,24,M,USA,1,1
80,41805674,37,M,USA,1,1
81,41772972,30,W,USA,6,1
82,41787207,36,M,USA,1,1
83,41760824,38,W,USA,9,1
84,41768392,30,M,USA,1,1
85,41775445,25,M,USA,6,1
86,41791476,34,M,USA,1,1
87,41769022,27,M,USA,1,1
88,41775464,32,M,USA,13,1
89,41789502,30,M,USA,1,1
90,41790712,39,M,LTU,1,0
91,41786300,27,M,USA,1,1
92,41751349,39,M,USA,43,1
93,41781140,35,M,USA,1,1
94,41757881,39,M,GBR,3,0
95,41791143,28,M,USA,1,1
96,41757400,36,M,USA,47,1
97,41764123,44,M,IRL,2,0
98,41783716,23,M,USA,2,1
99,41771829,32,M,USA,2,1
100,41772686,23,M,USA,1,1
101,41790169,42,M,USA,1,1
102,41787719,27,M,USA,1,1
103,41780236,25,M,USA,5,1
104,41802540,41,M,EST,1,0
105,41784738,41,M,GBR,1,0
106,41779663,29,M,IRL,1,0
107,41790480,25,M,USA,1,1
108,41753353,41,W,USA,30,1
109,41757425,33,M,USA,27,1
110,41790959,25,M,USA,1,1
111,41805272,29,M,USA,1,1
112,41769186,33,M,USA,1,1
113,41776237,27,M,USA,4,1
114,41787749,34,M,CAN,1,0
115,41763118,29,M,USA,26,1
116,41752968,44,W,USA,21,1
117,41790013,31,M,NLD,1,0
118,41783546,27,M,USA,8,1
119,41769046,37,M,USA,4,1
120,41780757,28,M,USA,1,1
121,41783091,30,W,USA,2,1
122,41778034,25,M,USA,2,1
123,41787275,39,M,FRA,1,0
124,41774978,35,M,USA,7,1
125,41753144,39,M,USA,2,1
126,41761881,37,M,USA,1,1
127,41784631,25,M,USA,8,1
128,41775652,26,M,USA,21,1
129,41790732,31,M,CHL,1,0
130,41767588,36,M,USA,25,1
131,41771714,28,M,USA,1,1
132,41789774,42,M,COL,1,0
133,41789210,35,M,DNK,1,0
134,41790589,31,M,USA,1,1
135,41760688,37,M,NLD,2,0
136,41763237,29,W,USA,9,1
137,41760555,38,M,POL,5,0
138,41783090,33,W,GBR,3,0
139,41790612,31,M,USA,1,1
140,41791389,28,M,USA,1,1
141,41771260,28,M,USA,13,1
142,41782620,26,M,USA,2,1
143,41768362,34,M,SWE,1,0
144,41771982,27,M,USA,9,1
145,41779350,26,M,USA,8,1
146,41787669,28,M,USA,1,1
147,41755006,35,M,USA,48,1
148,41775578,25,X,USA,11,1
149,41789639,28,M,GBR,1,0
150,41771297,27,M,USA,10,1
151,41797978,28,W,USA,1,1
152,41787557,31,M,USA,1,1
153,41787662,40,M,USA,1,1
154,41772971,29,W,USA,4,1
155,41762992,50,M,FRA,5,0
156,41789544,25,M,USA,1,1
157,41758811,32,M,USA,35,1
158,41754237,38,W,USA,20,1
159,41754324,34,M,USA,19,1
160,41789848,20,M,USA,1,1
161,41784401,30,M,USA,2,1
162,41758507,36,M,CAN,2,0
163,41755908,35,W,USA,14,1
164,41751948,35,M,USA,16,1
165,41775487,38,M,FRA,3,0
166,41772955,35,M,USA,1,1
167,41753125,35,M,USA,79,1
168,41791340,28,M,USA,1,1
169,41792126,24,M,USA,1,1
170,41771423,43,M,SVN,1,0
171,41763878,28,M,USA,2,1
172,41764869,30,M,USA,35,1
173,41805742,25,W,USA,1,1
174,41767347,33,M,GBR,1,0
175,41784257,36,M,GBR,1,0
176,41761365,38,M,USA,9,1
177,41787119,28,M,USA,1,1
178,41755001,36,M,USA,3,1
179,41758620,34,M,USA,5,1
180,41771922,31,M,USA,5,1
181,41772794,34,M,USA,13,1
182,41759737,39,M,USA,3,1
183,41757980,33,M,USA,18,1
184,41789168,38,M,SWE,1,0
185,41788074,29,M,USA,1,1
186,41779081,27,M,USA,1,1
187,41781713,42,M,ITA,1,0
188,41767695,34,M,ITA,1,0
189,41783886,24,M,USA,2,1
190,41764030,33,M,USA,7,1
191,41775118,25,M,USA,10,1
192,41788295,33,M,USA,1,1
193,41766228,22,M,USA,2,1
194,41769322,38,M,CAN,1,0
195,41763485,40,M,USA,18,1
196,41773175,25,M,USA,6,1
197,41764130,30,M,USA,2,1
198,41788850,33,M,USA,1,1
199,41754606,35,M,USA,2,1
200,41780036,31,M,GBR,1,0
201,41756710,42,M,USA,1,1
202,41765520,29,M,USA,1,1
203,41768454,41,M,POL,3,0
204,41764276,31,M,USA,4,1
205,41780682,28,M,USA,5,1
206,41758534,44,M,USA,22,1
207,41788068,25,M,USA,1,1
208,41787337,37,M,DEU,1,0
209,41761941,34,M,GBR,1,0
210,41787632,37,M,CAN,1,0
211,41774535,42,M,SGP,2,0
212,41755834,45,M,USA,6,1
213,41789888,31,M,JPN,1,0
214,41804036,40,M,MEX,1,0
215,41755827,35,M,USA,67,1
216,41762050,32,M,USA,12,1
217,41768313,31,M,USA,2,1
218,41770189,53,M,FRA,1,0
219,41772654,32,M,USA,4,1
220,41767937,38,M,NLD,3,0
221,41779469,44,M,GBR,1,0
222,41786507,29,M,MEX,1,0
223,41756200,35,M,USA,1,1
224,41755833,32,M,USA,52,1
225,41762040,41,M,GBR,2,0
226,41791159,33,M,ESP,1,0
227,41788828,33,M,USA,1,1
228,41764077,30,M,CAN,2,0
229,41761935,30,M,USA,2,1
230,41790067,27,M,USA,1,1
231,41789827,27,M,USA,1,1
232,41788126,30,M,USA,1,1
233,41787465,27,M,CAN,1,0
234,41784052,33,M,CHE,1,0
235,41784061,26,M,USA,8,1
236,41789577,40,M,NLD,1,0
237,41773468,43,M,BRA,1,0
238,41762689,31,M,USA,33,1
239,41789647,38,M,USA,1,1
240,41788330,24,M,USA,1,1
241,41789261,33,M,GBR,1,0
242,41771031,32,M,USA,6,1
243,41787205,30,M,USA,1,1
244,41779395,42,M,GBR,1,0
245,41789119,31,M,ESP,2,0
246,41753858,44,M,USA,2,1
247,41791456,26,M,USA,1,1
248,41805232,31,M,ISR,1,0
249,41776355,29,M,USA,7,1
250,41759889,41,M,USA,30,1
251,41789707,51,M,GBR,1,0
252,41762168,30,M,USA,2,1
253,41753509,35,M,USA,2,1
254,41788978,36,M,USA,1,1
255,41776054,27,M,ESP,1,0
256,41774343,32,M,USA,2,1
257,41791485,35,M,USA,1,1
258,41791969,24,M,FRA,1,0
259,41773685,47,M,USA,1,1
260,41770913,32,M,USA,1,1
261,41775177,32,M,USA,18,1
262,41764172,39,M,USA,2,1
263,41786796,21,M,USA,1,1
264,41770850,39,M,USA,3,1
265,41778860,45,M,NOR,1,0
266,41789017,32,M,USA,1,1
267,41781969,29,M,USA,5,1
268,41788845,43,M,USA,1,1
269,41791227,29,M,NOR,1,0
270,41757915,35,M,USA,8,1
271,41783703,24,M,CHN,1,0
272,41758072,35,M,USA,2,1
273,41788961,26,M,USA,1,1
274,41774098,37,M,FRA,1,0
275,41768858,36,M,FRA,1,0
276,41762503,40,M,USA,22,1
277,41805760,41,M,AND,1,0
278,41787693,33,M,MEX,1,0
279,41805741,34,W,JPN,1,0
280,41784737,45,M,GBR,1,0
281,41769496,27,M,USA,35,1
282,41774383,24,M,USA,1,1
283,41789234,32,M,PRT,1,0
284,41773151,34,M,USA,2,1
285,41786620,35,M,BEL,1,0
286,41790794,30,W,USA,1,1
287,41754279,37,M,USA,13,1
288,41781801,25,M,USA,8,1
289,41775807,25,M,USA,1,1
290,41781123,41,M,USA,1,1
291,41788637,25,M,USA,1,1
292,41752557,51,M,USA,178,1
293,41789666,25,M,USA,1,1
294,41767892,30,M,USA,1,1
295,41787785,26,M,USA,1,1
296,41777844,29,M,USA,4,1
297,41786461,28,M,CHL,1,0
298,41773367,28,M,USA,1,1
299,41779829,30,M,USA,20,1
300,41761402,33,M,USA,7,1
301,41766596,27,M,USA,15,1
302,41760443,40,M,FRA,2,0
303,41775804,26,M,USA,2,1
304,41782626,38,M,USA,1,1
305,41791104,27,M,JPN,1,0
306,41804185,36,M,USA,1,1
307,41770724,29,M,USA,13,1
308,41768422,33,M,CHL,1,0
309,41788291,30,M,USA,1,1
310,41768293,29,M,USA,1,1
311,41751892,43,M,USA,104,1
312,41784467,43,M,USA,1,1
313,41805737,34,W,USA,1,1
314,41768065,36,M,USA,1,1
315,41794939,30,W,USA,2,1
316,41789851,41,M,USA,1,1
317,41761363,37,M,DEU,5,0
318,41790217,33,M,USA,1,1
319,41790982,32,M,USA,1,1
320,41786638,33,M,CAN,1,0
321,41766731,26,M,USA,3,1
322,41781191,32,M,USA,1,1
323,41765960,33,M,USA,24,1
324,41756226,38,M,USA,20,1
325,41762410,30,M,USA,4,1
326,41788928,26,M,USA,1,1
327,41789053,26,M,CHE,1,0
328,41768306,30,M,USA,2,1
329,41787126,42,M,DEU,1,0
330,41756411,36,M,USA,8,1
331,41777272,33,M,USA,14,1
332,41785951,44,M,CHL,1,0
333,41760885,37,M,PRT,14,0
334,41773354,34,M,USA,1,1
335,41791746,35,M,DEU,1,0
336,41751723,46,M,GBR,1,0
337,41758331,40,M,CRI,2,0
338,41789685,26,M,USA,1,1
339,41791430,31,M,FRA,1,0
340,41770967,30,M,USA,7,1
341,41750948,50,M,USA,75,1
342,41788870,25,W,CAN,1,0
343,41774907,31,M,USA,7,1
344,41785104,39,M,FRA,1,0
345,41773649,29,M,USA,1,1
346,41781780,37,M,USA,1,1
347,41785640,31,M,USA,3,1
348,41777672,36,M,BHR,1,0
349,41772083,37,M,GBR,1,0
350,41772690,35,M,ESP,2,0
351,41757455,35,M,USA,11,1
352,41804922,38,M,ITA,1,0
353,41792158,19,M,USA,1,1
354,41789173,36,M,FRA,1,0
355,41768847,34,M,DEU,1,0
356,41767764,26,M,USA,2,1
357,41754954,34,M,USA,13,1
358,41786553,24,M,USA,1,1
359,41758896,39,M,USA,22,1
360,41764306,45,M,ESP,13,0
361,41757159,30,M,USA,15,1
362,41753922,40,M,USA,18,1
363,41761395,35,M,DEU,2,0
364,41758486,52,M,USA,2,1
365,41790384,39,M,SWE,1,0
366,41789135,24,M,USA,1,1
367,41773677,26,M,USA,1,1
368,41782215,28,M,USA,27,1
369,41790513,29,M,USA,1,1
370,41753131,38,M,CAN,1,0
371,41803640,27,M,USA,1,1
372,41788588,27,W,USA,1,1
373,41789376,40,M,GBR,1,0
374,41759621,32,W,USA,2,1
375,41762157,38,M,USA,31,1
376,41773243,26,M,USA,21,1
377,41782906,33,M,JPN,5,0
378,41757542,40,M,USA,10,1
379,41760503,37,M,CHE,3,0
380,41791906,23,M,FRA,1,0
381,41780288,24,M,USA,1,1
382,41779076,33,M,USA,1,1
383,41759244,27,M,USA,3,1
384,41782830,29,M,USA,12,1
385,41768242,40,M,SWE,2,0
386,41753391,45,M,USA,1,1
387,41788299,46,M,USA,1,1
388,41784249,34,M,USA,1,1
389,41789709,24,M,USA,1,1
390,41770780,28,M,USA,4,1
391,41776180,26,M,USA,2,1
392,41793048,35,M,USA,1,1
393,41795992,26,M,USA,1,1
394,41788410,38,M,FRA,2,0
395,41787509,26,M,USA,1,1
396,41773511,31,M,USA,18,1
397,41790485,27,M,USA,1,1
398,41805712,34,M,USA,1,1
399,41790803,26,M,USA,1,1
400,41770140,38,M,BRA,1,0
401,41791298,28,M,USA,4,1
402,41787569,24,M,USA,1,1
403,41772035,28,M,USA,19,1
404,41789066,35,M,USA,1,1
405,41761703,35,M,USA,1,1
406,41781488,44,M,GBR,1,0
407,41760447,32,M,USA,43,1
408,41775506,24,M,USA,3,1
409,41773096,41,M,USA,1,1
410,41770722,40,M,USA,46,1
411,41767781,37,M,USA,2,1
412,41789139,60,M,ITA,1,0
413,41754553,42,M,CHL,4,0
414,41791040,27,M,USA,1,1
415,41805648,35,M,USA,1,1
416,41752807,42,M,USA,7,1
417,41752644,44,M,USA,1,1
418,41779764,32,M,USA,1,1
419,41791116,29,M,POL,1,0
420,41770580,29,M,USA,7,1
421,41773505,43,M,USA,1,1
422,41787615,41,M,USA,1,1
423,41770949,28,M,USA,2,1
424,41787144,44,M,DEU,1,0
425,41758038,40,M,NOR,1,0
426,41767972,25,M,USA,5,1
427,41771460,26,M,USA,18,1
428,41779585,38,M,GBR,1,0
429,41773895,27,M,USA,5,1
430,41773260,36,M,USA,7,1
431,41781753,50,M,CAN,1,0
432,41800472,30,W,USA,1,1
433,41791209,28,W,USA,1,1
434,41764688,46,M,GBR,1,0
435,41756256,32,M,USA,1,1
436,41774647,24,M,USA,5,1
437,41788534,40,M,GBR,1,0
438,41788638,34,M,DEU,1,0
439,41761697,35,M,ESP,22,0
440,41791302,28,M,CAN,1,0
441,41764917,27,M,USA,2,1
442,41790978,26,M,USA,1,1
443,41761408,46,M,USA,3,1
444,41752364,49,M,USA,99,1
445,41774585,35,M,USA,21,1
446,41779106,20,M,USA,2,1
447,41771441,31,M,CAN,1,0
448,41759630,41,M,USA,3,1
449,41751697,37,M,USA,107,1
450,41786194,26,M,USA,1,1
451,41750550,42,M,USA,31,1
452,41769437,34,M,USA,40,1
453,41756889,41,M,CHN,1,0
454,41769063,31,M,BRA,1,0
455,41783706,28,M,USA,2,1
456,41760320,33,M,USA,1,1
457,41769785,30,W,ZAF,1,0
458,41788646,46,M,USA,1,1
459,41780444,34,M,USA,1,1
460,41770090,28,M,JPN,1,0
461,41761693,39,M,ESP,1,0
462,41796633,47,M,ITA,1,0
463,41770244,35,M,USA,1,1
464,41790507,30,M,CAN,1,0
465,41788256,44,M,AUT,1,0
466,41776294,48,M,ITA,1,0
467,41763432,34,M,BMU,1,0
468,41799391,40,M,DEU,2,0
469,41768405,26,M,USA,21,1
470,41751804,39,M,USA,100,1
471,41763107,41,M,USA,6,1
472,41758888,34,M,USA,39,1
473,41792265,23,M,USA,1,1
474,41767777,28,M,USA,2,1
475,41791819,40,M,FRA,1,0
476,41759489,41,M,USA,8,1
477,41761451,29,M,USA,2,1
478,41789067,45,M,USA,1,1
479,41752340,35,W,USA,29,1
480,41790069,34,M,USA,3,1
481,41772560,26,M,USA,21,1
482,41779314,28,M,MEX,1,0
483,41789762,30,M,USA,1,1
484,41786792,30,M,USA,1,1
485,41791429,31,M,USA,1,1
486,41765770,26,M,USA,2,1
487,41755273,44,M,FRA,5,0
488,41790536,27,X,USA,1,1
489,41797830,35,M,GBR,2,0
490,41773950,25,M,USA,2,1
491,41779693,32,M,USA,1,1
492,41802476,45,M,CHN,1,0
493,41787306,35,M,ZAF,1,0
494,41756068,38,M,USA,13,1
495,41790141,28,W,USA,1,1
496,41788207,23,M,USA,1,1
497,41803158,33,M,ITA,1,0
498,41753927,37,M,NZL,1,0
499,41788246,34,M,GBR,1,0
500,41772999,30,M,USA,24,1
501,41785791,26,M,USA,1,1
502,41773471,41,M,USA,1,1
503,41786958,44,M,USA,1,1
504,41773890,31,M,USA,1,1
505,41787382,25,M,USA,1,1
506,41804517,30,M,FRA,1,0
507,41796105,32,M,NOR,1,0
508,41776968,24,M,USA,4,1
509,41781643,49,M,CAN,1,0
510,41763038,37,M,USA,12,1
511,41788360,28,M,USA,1,1
512,41767440,27,M,USA,18,1
513,41775906,33,M,GBR,1,0
514,41789151,35,M,AUS,1,0
515,41774058,27,M,USA,1,1
516,41762078,42,M,GBR,1,0
517,41751354,48,M,USA,32,1
518,41786681,29,W,USA,1,1
519,41779555,41,M,USA,2,1
520,41800695,42,M,BRA,1,0
521,41781243,42,M,USA,1,1
522,41774586,31,M,USA,3,1
523,41769292,29,M,USA,1,1
524,41750401,39,M,USA,24,1
525,41776233,40,M,IRL,1,0
526,41760839,31,M,USA,9,1
527,41755547,40,M,USA,1,1
528,41763991,28,W,USA,31,1
529,41788805,28,M,USA,1,1
530,41780509,35,M,USA,1,1
531,41762001,29,M,USA,1,1
532,41800837,38,M,ESP,2,0
533,41790532,29,M,USA,1,1
534,41766253,32,M,UKR,2,0
535,41764527,27,M,USA,20,1
536,41750377,47,M,USA,111,1
537,41775392,38,M,USA,2,1
538,41790827,32,M,USA,1,1
539,41765824,30,M,DEU,8,0
540,41758256,34,M,USA,37,1
541,41758368,41,M,USA,10,1
542,41773138,32,M,USA,1,1
543,41801215,44,M,FRA,1,0
544,41754091,44,M,NOR,8,0
545,41767791,33,M,NLD,2,0
546,41762345,29,M,USA,5,1
547,41768750,43,M,ARG,2,0
548,41779012,25,M,USA,1,1
549,41782458,29,M,USA,2,1
550,41759527,36,M,USA,3,1
551,41797903,30,M,FRA,1,0
552,41767266,32,M,USA,1,1
553,41787503,34,M,MEX,1,0
554,41765838,34,M,GBR,3,0
555,41753033,39,M,USA,4,1
556,41765705,36,M,USA,6,1
557,41755830,40,M,USA,5,1
558,41785728,37,M,CZE,1,0
559,41790806,26,W,USA,1,1
560,41784710,44,M,POL,1,0
561,41779630,51,M,ESP,1,0
562,41768984,34,M,USA,1,1
563,41750170,39,M,USA,36,1
564,41779601,33,M,USA,2,1
565,41765679,33,M,USA,1,1
566,41770425,27,M,USA,30,1
567,41773104,20,M,USA,8,1
568,41792340,25,M,USA,1,1
569,41789313,39,W,USA,1,1
570,41789147,46,M,ESP,1,0
571,41758481,41,M,USA,5,1
572,41790661,42,M,DEU,2,0
573,41790305,31,M,CHE,1,0
574,41763761,52,M,USA,3,1
575,41765279,49,M,USA,1,1
576,41778946,29,M,USA,3,1
577,41786859,23,M,USA,1,1
578,41767989,34,M,USA,1,1
579,41768333,34,M,USA,1,1
580,41755866,35,M,USA,8,1
581,41780233,35,M,CAN,1,0
582,41774546,32,M,USA,31,1
583,41785022,34,M,DEU,1,0
584,41752338,33,M,USA,21,1
585,41773241,35,M,USA,2,1
586,41764147,31,M,USA,2,1
587,41787008,26,M,MEX,1,0
588,41781414,45,M,USA,1,1
589,41763350,25,M,USA,3,1
590,41753611,36,W,USA,7,1
591,41757902,49,M,USA,4,1
592,41777229,26,M,USA,3,1
593,41774389,42,M,BRA,2,0
594,41756066,33,M,USA,30,1
595,41780364,44,M,RUS,1,0
596,41758902,39,M,USA,58,1
597,41771844,44,M,MEX,33,0
598,41800876,26,M,USA,1,1
599,41758013,42,M,USA,3,1
600,41788796,26,M,USA,1,1
601,41791360,39,M,USA,1,1
602,41761972,33,M,USA,10,1
603,41788151,27,M,USA,1,1
604,41783681,35,M,AUS,2,0
605,41761528,28,W,USA,10,1
606,41773597,30,W,USA,1,1
607,41777320,27,M,USA,1,1
608,41766303,25,M,USA,1,1
609,41803040,34,M,USA,2,1
610,41796985,41,M,PRT,1,0
611,41757224,35,M,USA,8,1
612,41792182,37,W,USA,1,1
613,41771800,38,M,USA,21,1
614,41758097,42,M,USA,4,1
615,41790316,41,M,USA,1,1
616,41754034,33,M,SWE,1,0
617,41773606,33,M,USA,17,1
618,41762437,27,M,USA,4,1
619,41769982,40,M,USA,2,1
620,41768590,36,M,USA,1,1
621,41784880,48,M,GBR,2,0
622,41804823,30,M,USA,1,1
623,41791320,34,M,CHN,1,0
624,41769905,39,M,USA,30,1
625,41802505,48,M,ESP,1,0
626,41802779,28,W,USA,1,1
627,41772769,45,M,USA,3,1
628,41759443,49,M,USA,42,1
629,41780426,34,M,GBR,1,0
630,41786850,56,M,ITA,1,0
631,41760070,34,M,USA,10,1
632,41784488,36,M,USA,11,1
633,41789333,29,M,GBR,1,0
634,41802789,34,M,AUS,1,0
635,41753784,42,M,USA,16,1
636,41787507,38,M,ITA,1,0
637,41785912,49,M,GBR,1,0
638,41770458,26,M,USA,9,1
639,41787868,25,W,USA,1,1
640,41766761,42,M,USA,3,1
641,41779790,49,M,GBR,1,0
642,41763088,40,M,GBR,4,0
643,41781740,28,M,USA,1,1
644,41765153,32,W,USA,1,1
645,41786097,23,M,USA,9,1
646,41774678,34,M,BRA,7,0
647,41785154,38,M,FRA,2,0
648,41776024,33,M,USA,1,1
649,41757386,39,M,USA,2,1
650,41789633,31,M,USA,1,1
651,41768809,38,M,USA,23,1
652,41787881,27,M,DEU,1,0
653,41784223,37,M,GBR,1,0
654,41784987,24,W,USA,1,1
655,41787559,30,M,USA,1,1
656,41771978,28,M,USA,16,1
657,41791010,46,M,USA,1,1
658,41786749,38,M,GBR,1,0
659,41790028,43,M,USA,1,1
660,41762782,35,M,USA,62,1
661,41764548,29,M,USA,6,1
662,41753613,50,M,CHE,7,0
663,41768707,31,M,USA,1,1
664,41791860,31,M,FRA,1,0
665,41752735,47,W,USA,5,1
666,41802247,42,W,POL,1,0
667,41788217,37,M,GBR,1,0
668,41758245,43,M,USA,72,1
669,41781405,36,M,USA,1,1
670,41786813,34,M,USA,1,1
671,41780353,34,M,GBR,3,0
672,41769919,38,M,CRI,8,0
673,41770911,28,M,USA,5,1
674,41767540,35,M,USA,1,1
675,41788355,43,M,ESP,1,0
676,41770649,26,M,USA,2,1
677,41764696,34,M,GBR,2,0
678,41777225,26,M,CAN,4,0
679,41775671,32,M,USA,2,1
680,41767064,32,M,USA,20,1
681,41763528,29,M,USA,8,1
682,41769971,33,M,USA,6,1
683,41790679,30,M,USA,1,1
684,41787754,46,M,USA,1,1
685,41790800,28,W,USA,1,1
686,41786831,51,M,AUT,1,0
687,41760907,29,M,USA,6,1
688,41786989,26,M,USA,1,1
689,41761301,37,M,CHN,1,0
690,41779263,31,M,MEX,1,0
691,41789821,54,M,CHN,1,0
692,41787673,39,M,USA,1,1
693,41753693,40,W,USA,4,1
694,41788436,36,W,USA,1,1
695,41790892,39,M,DEU,1,0
696,41775191,32,M,USA,19,1
697,41784292,25,M,USA,9,1
698,41797242,40,M,ITA,1,0
699,41787252,32,M,ITA,1,0
700,41769442,34,M,MEX,1,0
701,41752366,48,M,CAN,30,0
702,41778875,22,M,USA,1,1
703,41774493,46,M,USA,18,1
704,41790543,32,M,AUS,1,0
705,41772254,31,M,USA,20,1
706,41803029,49,M,ZAF,1,0
707,41750375,35,M,USA,19,1
708,41803576,39,M,AUS,2,0
709,41783677,30,W,USA,2,1
710,41767577,32,M,USA,5,1
711,41769665,48,M,USA,1,1
712,41771976,34,M,USA,12,1
713,41759905,35,M,USA,15,1
714,41764881,28,M,USA,2,1
715,41780162,35,M,USA,1,1
716,41804543,42,M,USA,1,1
717,41784323,41,M,USA,1,1
718,41785695,29,M,ITA,1,0
719,41789150,30,M,GBR,1,0
720,41751337,52,M,USA,263,1
721,41789045,27,W,USA,1,1
722,41793195,25,M,USA,1,1
723,41788368,28,M,USA,1,1
724,41777079,30,M,DNK,1,0
725,41757163,28,M,USA,7,1
726,41765418,31,M,USA,3,1
727,41774323,30,M,USA,23,1
728,41762125,49,M,MEX,24,0
729,41776462,27,M,USA,2,1
730,41761430,43,M,CHE,2,0
731,41769706,35,M,USA,5,1
732,41783433,44,M,BRA,1,0
733,41793386,24,M,USA,1,1
734,41787171,41,M,ESP,1,0
735,41804042,36,M,BRA,1,0
736,41763658,30,M,USA,4,1
737,41782629,24,M,USA,11,1
738,41773242,28,M,USA,6,1
739,41780699,35,M,USA,1,1
740,41770142,31,M,USA,7,1
741,41762077,42,M,USA,8,1
742,41778159,37,M,USA,2,1
743,41762254,39,M,USA,22,1
744,41756687,29,M,USA,9,1
745,41785967,46,M,GBR,1,0
746,41770110,30,M,USA,14,1
747,41779556,53,M,BRA,1,0
748,41779354,54,M,USA,1,1
749,41768697,37,W,USA,1,1
750,41790990,47,M,ESP,1,0
751,41775874,29,M,USA,12,1
752,41757114,32,W,USA,3,1
753,41764169,32,M,USA,11,1
754,41750329,47,M,USA,21,1
755,41762076,31,M,DEU,1,0
756,41780367,26,M,USA,1,1
757,41765252,28,M,USA,16,1
758,41758746,44,M,AUT,2,0
759,41779379,23,M,USA,6,1
760,41785984,34,W,USA,2,1
761,41763053,50,M,FRA,1,0
762,41781255,31,M,NOR,1,0
763,41779141,23,M,USA,1,1
764,41762307,43,M,ITA,1,0
765,41779567,35,M,GBR,2,0
766,41757560,41,M,USA,66,1
767,41751281,40,M,USA,82,1
768,41787748,38,M,USA,1,1
769,41768575,40,M,CHL,1,0
770,41779643,32,M,USA,1,1
771,41777823,26,M,USA,2,1
772,41785559,40,M,POL,1,0
773,41777252,25,W,USA,3,1
774,41766563,46,M,NOR,2,0
775,41773176,28,M,USA,5,1
776,41756110,37,M,USA,44,1
777,41773465,48,M,USA,1,1
778,41770644,31,M,USA,4,1
779,41773496,35,M,USA,1,1
780,41791624,31,M,FRA,1,0
781,41759412,32,W,USA,3,1
782,41770497,37,M,USA,15,1
783,41799727,38,M,USA,1,1
784,41763748,29,W,USA,22,1
785,41788810,37,M,USA,1,1
786,41755848,37,M,USA,4,1
787,41788152,37,M,USA,1,1
788,41755289,43,M,USA,4,1
789,41790606,32,W,USA,1,1
790,41805133,49,M,NOR,1,0
791,41790916,29,W,USA,1,1
792,41764980,41,M,USA,1,1
793,41786627,28,W,USA,1,1
794,41803699,26,M,GBR,1,0
795,41776067,31,M,GBR,1,0
796,41772844,28,M,USA,1,1
797,41767223,47,M,DEU,2,0
798,41798673,49,M,FRA,1,0
799,41777514,35,M,USA,14,1
800,41801463,52,M,PRT,1,0
801,41779677,50,M,FRA,1,0
802,41776471,28,M,USA,2,1
803,41765201,28,M,USA,8,1
804,41776633,29,M,USA,4,1
805,41776414,40,M,USA,2,1
806,41779454,24,M,USA,2,1
